NOC,Year,Sport,Ath_Score,Normalized_Ath_Score
COD,2020,Athletics,0.0,0.0
COD,2020,Boxing,0.0,0.0
COD,2020,Judo,0.0,0.0
COD,2020,Taekwondo,0.0,0.0
COD,2024,Athletics,0.0,0.0
COD,2024,Boxing,0.0,0.0
COD,2024,Judo,0.0,0.0
COD,2024,Swimming,0.0,0.0
COK,1988,Athletics,0.0,0.0
COK,1988,Boxing,0.0,0.0
COK,1988,Weightlifting,0.0,0.0
COK,1992,Athletics,0.0,0.0
COK,1992,Weightlifting,0.0,0.0
COK,1996,Athletics,0.0,0.0
COK,1996,Sailing,0.0,0.0
COK,1996,Weightlifting,0.0,0.0
COK,2000,Athletics,0.0,0.0
COK,2000,Sailing,0.0,0.0
COK,2004,Athletics,0.0,0.0
COK,2004,Weightlifting,0.0,0.0
COK,2008,Athletics,0.0,0.0
COK,2008,Swimming,0.0,0.0
COK,2008,Weightlifting,0.0,0.0
COK,2012,Athletics,0.0,0.0
COK,2012,Canoeing,0.0,0.0
COK,2012,Sailing,0.0,0.0
COK,2012,Swimming,0.0,0.0
COK,2012,Weightlifting,0.0,0.0
COK,2016,Athletics,0.0,0.0
COK,2016,Canoeing,0.0,0.0
COK,2016,Sailing,0.0,0.0
COK,2016,Swimming,0.0,0.0
COK,2016,Weightlifting,0.0,0.0
COK,2020,Athletics,0.0,0.0
COK,2020,Canoe Slalom,0.0,0.0
COK,2020,Canoe Sprint,0.0,0.0
COK,2020,Swimming,0.0,0.0
COK,2024,Athletics,0.0,0.0
COK,2024,Swimming,0.0,0.0
COL,1900,Tug-Of-War,0.6,0.0013652619708255608
COL,1932,Art Competitions,0.0,0.0
COL,1932,Athletics,0.0,0.0
COL,1936,Athletics,0.0,0.0
COL,1948,Athletics,0.0,0.0
COL,1948,Fencing,0.0,0.0
COL,1948,Swimming,0.0,0.0
COL,1956,Athletics,0.0,0.0
COL,1956,Cycling,0.0,0.0
COL,1956,Fencing,0.0,0.0
COL,1956,Shooting,0.0,0.0
COL,1956,Swimming,0.0,0.0
COL,1956,Weightlifting,0.0,0.0
COL,1960,Cycling,0.0,0.0
COL,1960,Diving,0.0,0.0
COL,1960,Fencing,0.0,0.0
COL,1960,Shooting,0.0,0.0
COL,1960,Weightlifting,0.0,0.0
COL,1964,Athletics,0.0,0.0
COL,1964,Cycling,0.0,0.0
COL,1964,Diving,0.0,0.0
COL,1964,Fencing,0.0,0.0
COL,1964,Shooting,0.0,0.0
COL,1964,Swimming,0.0,0.0
COL,1968,Athletics,0.0,0.0
COL,1968,Cycling,0.0,0.0
COL,1968,Diving,0.0,0.0
COL,1968,Football,0.0,0.0
COL,1968,Swimming,0.0,0.0
COL,1972,Athletics,0.0,0.0
COL,1972,Boxing,1.0,0.0022754366180426015
COL,1972,Cycling,0.0,0.0
COL,1972,Diving,0.0,0.0
COL,1972,Football,0.0,0.0
COL,1972,Shooting,0.6,0.0013652619708255608
COL,1972,Swimming,0.0,0.0
COL,1972,Weightlifting,0.0,0.0
COL,1976,Athletics,0.0,0.0
COL,1976,Boxing,0.0,0.0
COL,1976,Cycling,0.0,0.0
COL,1976,Sailing,0.0,0.0
COL,1976,Shooting,0.3598172,0.0008187412326815584
COL,1976,Swimming,0.0,0.0
COL,1976,Weightlifting,0.0,0.0
COL,1980,Athletics,0.0,0.0
COL,1980,Football,0.0,0.0
COL,1980,Swimming,0.0,0.0
COL,1984,Archery,0.0,0.0
COL,1984,Athletics,0.0,0.0
COL,1984,Boxing,0.0,0.0
COL,1984,Cycling,0.0,0.0
COL,1984,Shooting,0.7294027,0.001659709612879142
COL,1984,Swimming,0.0,0.0
COL,1984,Weightlifting,0.0,0.0
COL,1984,Wrestling,0.0,0.0
COL,1988,Athletics,0.0,0.0
COL,1988,Boxing,0.5,0.0011377183090213008
COL,1988,Cycling,0.0,0.0
COL,1988,Equestrianism,0.0,0.0
COL,1988,Fencing,0.0,0.0
COL,1988,Judo,0.0,0.0
COL,1988,Shooting,0.0,0.0
COL,1988,Swimming,0.0,0.0
COL,1988,Weightlifting,0.0,0.0
COL,1988,Wrestling,0.0,0.0
COL,1992,Archery,0.0,0.0
COL,1992,Athletics,0.5,0.0011377183090213008
COL,1992,Boxing,0.0,0.0
COL,1992,Cycling,0.0,0.0
COL,1992,Equestrianism,0.0,0.0
COL,1992,Fencing,0.0,0.0
COL,1992,Football,0.0,0.0
COL,1992,Shooting,0.0,0.0
COL,1992,Swimming,0.0,0.0
COL,1992,Weightlifting,0.0,0.0
COL,1992,Wrestling,0.0,0.0
COL,1996,Athletics,0.26100314,0.0005938961021800997
COL,1996,Boxing,0.0,0.0
COL,1996,Cycling,0.0,0.0
COL,1996,Equestrianism,0.0,0.0
COL,1996,Fencing,0.0,0.0
COL,1996,Shooting,0.0,0.0
COL,1996,Swimming,0.0,0.0
COL,1996,Weightlifting,0.0,0.0
COL,1996,Wrestling,0.0,0.0
COL,2000,Athletics,0.13624527,0.0003100174763931011
COL,2000,Boxing,0.0,0.0
COL,2000,Cycling,0.0,0.0
COL,2000,Diving,0.0,0.0
COL,2000,Equestrianism,0.0,0.0
COL,2000,Fencing,0.0,0.0
COL,2000,Shooting,0.0,0.0
COL,2000,Swimming,0.0,0.0
COL,2000,Taekwondo,0.0,0.0
COL,2000,Tennis,0.0,0.0
COL,2000,Triathlon,0.0,0.0
COL,2000,Weightlifting,0.0,0.0
COL,2000,Wrestling,0.0,0.0
COL,2004,Athletics,0.0,0.0
COL,2004,Boxing,0.0,0.0
COL,2004,Cycling,1.0,0.0022754366180426015
COL,2004,Diving,0.0,0.0
COL,2004,Equestrianism,0.0,0.0
COL,2004,Fencing,0.0,0.0
COL,2004,Gymnastics,0.0,0.0
COL,2004,Judo,0.0,0.0
COL,2004,Shooting,0.0,0.0
COL,2004,Swimming,0.0,0.0
COL,2004,Taekwondo,0.0,0.0
COL,2004,Tennis,0.0,0.0
COL,2004,Triathlon,0.0,0.0
COL,2004,Weightlifting,0.5,0.0011377183090213008
COL,2004,Wrestling,0.0,0.0
COL,2008,Archery,0.0,0.0
COL,2008,Athletics,0.0,0.0
COL,2008,Boxing,0.0,0.0
COL,2008,Cycling,1.4992384,0.003411421954535601
COL,2008,Diving,0.0,0.0
COL,2008,Equestrianism,0.0,0.0
COL,2008,Gymnastics,0.0,0.0
COL,2008,Judo,0.0,0.0
COL,2008,Rowing,0.0,0.0
COL,2008,Sailing,0.0,0.0
COL,2008,Shooting,0.0,0.0
COL,2008,Swimming,0.0,0.0
COL,2008,Table Tennis,0.0,0.0
COL,2008,Taekwondo,0.0,0.0
COL,2008,Weightlifting,0.6,0.0013652619708255608
COL,2008,Wrestling,0.5,0.0011377183090213008
COL,2012,Archery,0.0,0.0
COL,2012,Athletics,0.6,0.0013652619708255608
COL,2012,Boxing,0.0,0.0
COL,2012,Cycling,2.6990863,0.006141599802277118
COL,2012,Diving,0.0,0.0
COL,2012,Equestrianism,0.0,0.0
COL,2012,Fencing,0.0,0.0
COL,2012,Football,0.0,0.0
COL,2012,Gymnastics,0.0,0.0
COL,2012,Judo,0.5,0.0011377183090213008
COL,2012,Sailing,0.0,0.0
COL,2012,Shooting,0.0,0.0
COL,2012,Swimming,0.0,0.0
COL,2012,Table Tennis,0.0,0.0
COL,2012,Taekwondo,0.5,0.0011377183090213008
COL,2012,Tennis,0.0,0.0
COL,2012,Triathlon,0.0,0.0
COL,2012,Weightlifting,0.6,0.0013652619708255608
COL,2012,Wrestling,1.0996953,0.002502286954309344
COL,2016,Archery,0.0,0.0
COL,2016,Athletics,1.0132037,0.002305480800516251
COL,2016,Boxing,1.1,0.002502980279846862
COL,2016,Cycling,6.597258200000001,0.015011642886961822
COL,2016,Diving,0.0,0.0
COL,2016,Equestrianism,0.0,0.0
COL,2016,Fencing,0.0,0.0
COL,2016,Football,0.0,0.0
COL,2016,Golf,0.0,0.0
COL,2016,Gymnastics,0.0,0.0
COL,2016,Judo,0.8998477,0.0020475464072414137
COL,2016,Rugby Sevens,0.0,0.0
COL,2016,Sailing,0.0,0.0
COL,2016,Shooting,0.0,0.0
COL,2016,Swimming,0.0,0.0
COL,2016,Synchronized Swimming,0.0,0.0
COL,2016,Table Tennis,0.0,0.0
COL,2016,Taekwondo,0.2998477,0.0006822844364158526
COL,2016,Tennis,0.0,0.0
COL,2016,Weightlifting,1.5282049,0.003477333389332132
COL,2016,Wrestling,0.9593299,0.002182894383243147
COL,2020,Archery,0.0,0.0
COL,2020,Artistic Swimming,0.0,0.0
COL,2020,Athletics,1.7999999999999998,0.004095785912476682
COL,2020,Boxing,0.0,0.0
COL,2020,Cycling BMX Racing,1.1,0.002502980279846862
COL,2020,Cycling Road,0.0,0.0
COL,2020,Cycling Track,0.0,0.0
COL,2020,Diving,0.0,0.0
COL,2020,Equestrian,0.0,0.0
COL,2020,Fencing,0.0,0.0
COL,2020,Golf,0.0,0.0
COL,2020,Judo,0.0,0.0
COL,2020,Shooting,0.0,0.0
COL,2020,Skateboarding,0.0,0.0
COL,2020,Swimming,0.0,0.0
COL,2020,Taekwondo,0.0,0.0
COL,2020,Tennis,0.0,0.0
COL,2020,Trampoline Gymnastics,0.0,0.0
COL,2020,Weightlifting,0.6,0.0013652619708255608
COL,2020,Wrestling,0.0,0.0
COL,2024,Archery,0.0,0.0
COL,2024,Artistic Gymnastics,1.2,0.0027305239416511216
COL,2024,Athletics,0.6264075,0.001425350563316521
COL,2024,Boxing,0.0,0.0
COL,2024,Canoe Sprint,0.0,0.0
COL,2024,Cycling BMX Freestyle,0.0,0.0
COL,2024,Cycling BMX Racing,0.6596649,0.001501025669097411
COL,2024,Cycling Mountain Bike,0.0,0.0
COL,2024,Cycling Road,0.0,0.0
COL,2024,Cycling Track,0.0,0.0
COL,2024,Diving,0.0,0.0
COL,2024,Equestrian,0.0,0.0
COL,2024,Fencing,0.0,0.0
COL,2024,Football,0.0,0.0
COL,2024,Golf,0.0,0.0
COL,2024,Judo,0.0,0.0
COL,2024,Sailing,0.0,0.0
COL,2024,Skateboarding,0.0,0.0
COL,2024,Swimming,0.0,0.0
COL,2024,Tennis,0.0,0.0
COL,2024,Trampoline Gymnastics,0.0,0.0
COL,2024,Triathlon,0.0,0.0
COL,2024,Weightlifting,1.2,0.0027305239416511216
COL,2024,Wrestling,0.5,0.0011377183090213008
COM,1996,Athletics,0.0,0.0
COM,2000,Athletics,0.0,0.0
COM,2004,Athletics,0.0,0.0
COM,2004,Weightlifting,0.0,0.0
COM,2008,Athletics,0.0,0.0
COM,2008,Swimming,0.0,0.0
COM,2012,Athletics,0.0,0.0
COM,2012,Swimming,0.0,0.0
COM,2016,Athletics,0.0,0.0
COM,2016,Swimming,0.0,0.0
COM,2020,Athletics,0.0,0.0
COM,2020,Judo,0.0,0.0
COM,2024,Athletics,0.0,0.0
COM,2024,Canoe Slalom,0.0,0.0
COM,2024,Swimming,0.0,0.0
CPV,1996,Athletics,0.0,0.0
CPV,2000,Athletics,0.0,0.0
CPV,2004,Athletics,0.0,0.0
CPV,2004,Boxing,0.0,0.0
CPV,2004,Rhythmic Gymnastics,0.0,0.0
CPV,2008,Athletics,0.0,0.0
CPV,2008,Rhythmic Gymnastics,0.0,0.0
CPV,2012,Athletics,0.0,0.0
CPV,2012,Judo,0.0,0.0
CPV,2016,Athletics,0.0,0.0
CPV,2016,Boxing,0.0,0.0
CPV,2016,Rhythmic Gymnastics,0.0,0.0
CPV,2016,Taekwondo,0.0,0.0
CPV,2020,Athletics,0.0,0.0
CPV,2020,Boxing,0.0,0.0
CPV,2020,Judo,0.0,0.0
CPV,2020,Rhythmic Gymnastics,0.0,0.0
CPV,2020,Swimming,0.0,0.0
CPV,2024,Athletics,0.0,0.0
CPV,2024,Boxing,0.5,0.0011377183090213008
CPV,2024,Fencing,0.0,0.0
CPV,2024,Judo,0.0,0.0
CPV,2024,Swimming,0.0,0.0
CRC,1936,Fencing,0.0,0.0
CRC,1964,Judo,0.0,0.0
CRC,1968,Athletics,0.0,0.0
CRC,1968,Boxing,0.0,0.0
CRC,1968,Cycling,0.0,0.0
CRC,1968,Shooting,0.0,0.0
CRC,1968,Swimming,0.0,0.0
CRC,1968,Weightlifting,0.0,0.0
CRC,1972,Athletics,0.0,0.0
CRC,1972,Judo,0.0,0.0
CRC,1972,Shooting,0.0,0.0
CRC,1976,Archery,0.0,0.0
CRC,1976,Cycling,0.0,0.0
CRC,1976,Shooting,0.0,0.0
CRC,1976,Swimming,0.0,0.0
CRC,1980,Archery,0.0,0.0
CRC,1980,Football,0.0,0.0
CRC,1980,Judo,0.0,0.0
CRC,1980,Shooting,0.0,0.0
CRC,1980,Swimming,0.0,0.0
CRC,1984,Athletics,0.0,0.0
CRC,1984,Football,0.0,0.0
CRC,1984,Judo,0.0,0.0
CRC,1984,Shooting,0.0,0.0
CRC,1984,Swimming,0.0,0.0
CRC,1988,Athletics,0.0,0.0
CRC,1988,Boxing,0.0,0.0
CRC,1988,Judo,0.0,0.0
CRC,1988,Shooting,0.0,0.0
CRC,1988,Swimming,1.2,0.0027305239416511216
CRC,1988,Weightlifting,0.0,0.0
CRC,1992,Archery,0.0,0.0
CRC,1992,Athletics,0.0,0.0
CRC,1992,Canoeing,0.0,0.0
CRC,1992,Fencing,0.0,0.0
CRC,1992,Shooting,0.0,0.0
CRC,1992,Swimming,0.34373856,0.0007821553064572339
CRC,1996,Athletics,0.0,0.0
CRC,1996,Canoeing,0.0,0.0
CRC,1996,Cycling,0.0,0.0
CRC,1996,Diving,0.0,0.0
CRC,1996,Judo,0.0,0.0
CRC,1996,Swimming,1.4,0.003185611265259642
CRC,2000,Athletics,0.0,0.0
CRC,2000,Cycling,0.0,0.0
CRC,2000,Swimming,0.90102834,0.0020502328787301394
CRC,2000,Tennis,0.0,0.0
CRC,2000,Triathlon,0.0,0.0
CRC,2004,Cycling,0.0,0.0
CRC,2004,Football,0.0,0.0
CRC,2004,Judo,0.0,0.0
CRC,2004,Shooting,0.0,0.0
CRC,2004,Swimming,0.8026458,0.0018263696446380983
CRC,2004,Taekwondo,0.0,0.0
CRC,2008,Athletics,0.0,0.0
CRC,2008,Cycling,0.0,0.0
CRC,2008,Swimming,0.0,0.0
CRC,2008,Taekwondo,0.0,0.0
CRC,2012,Athletics,0.0,0.0
CRC,2012,Cycling,0.0,0.0
CRC,2012,Judo,0.0,0.0
CRC,2012,Swimming,0.0,0.0
CRC,2012,Taekwondo,0.0,0.0
CRC,2012,Triathlon,0.0,0.0
CRC,2016,Athletics,0.0,0.0
CRC,2016,Beach Volleyball,0.0,0.0
CRC,2016,Cycling,0.0,0.0
CRC,2016,Judo,0.0,0.0
CRC,2016,Swimming,0.0,0.0
CRC,2016,Triathlon,0.0,0.0
CRC,2020,Artistic Gymnastics,0.0,0.0
CRC,2020,Athletics,0.0,0.0
CRC,2020,Cycling BMX Freestyle,0.0,0.0
CRC,2020,Cycling Road,0.0,0.0
CRC,2020,Judo,0.0,0.0
CRC,2020,Surfing,0.0,0.0
CRC,2020,Swimming,0.0,0.0
CRC,2020,Taekwondo,0.0,0.0
CRC,2024,Athletics,0.0,0.0
CRC,2024,Cycling Road,0.0,0.0
CRC,2024,Judo,0.0,0.0
CRC,2024,Surfing,0.0,0.0
CRC,2024,Swimming,0.0,0.0
CRO,1992,Athletics,0.0,0.0
CRO,1992,Basketball,11.877441,0.02702636418004053
CRO,1992,Boxing,0.0,0.0
CRO,1992,Canoeing,0.0,0.0
CRO,1992,Equestrianism,0.0,0.0
CRO,1992,Rowing,0.0,0.0
CRO,1992,Sailing,0.0,0.0
CRO,1992,Shooting,0.0,0.0
CRO,1992,Table Tennis,0.3598172,0.0008187412326815584
CRO,1992,Tennis,1.5,0.003413154927063902
CRO,1992,Wrestling,0.0,0.0
CRO,1996,Athletics,0.0,0.0
CRO,1996,Basketball,6.3321253,0.014408349777653994
CRO,1996,Boxing,0.0,0.0
CRO,1996,Canoeing,0.0,0.0
CRO,1996,Gymnastics,0.0,0.0
CRO,1996,Handball,12.998173,0.029576518811852654
CRO,1996,Rowing,0.0,0.0
CRO,1996,Sailing,0.0,0.0
CRO,1996,Shooting,0.0,0.0
CRO,1996,Swimming,0.0,0.0
CRO,1996,Table Tennis,0.21578072,0.0004909953517555976
CRO,1996,Tennis,0.5996954,0.0013645688728317052
CRO,1996,Water Polo,7.854458099999999,0.017872321575621315
CRO,1996,Wrestling,0.0,0.0
CRO,2000,Athletics,0.0,0.0
CRO,2000,Canoeing,0.0,0.0
CRO,2000,Rowing,4.5,0.010239464781191707
CRO,2000,Sailing,0.0,0.0
CRO,2000,Shooting,0.0,0.0
CRO,2000,Swimming,0.0,0.0
CRO,2000,Table Tennis,0.1294027,0.0002944476420535814
CRO,2000,Taekwondo,0.0,0.0
CRO,2000,Tennis,0.35963452,0.0008183255559201743
CRO,2000,Volleyball,0.7335011,0.001669035262314528
CRO,2000,Water Polo,2.309873,0.005255969607227918
CRO,2000,Weightlifting,1.1530348,0.002623657605797427
CRO,2004,Athletics,0.0,0.0
CRO,2004,Boxing,0.0,0.0
CRO,2004,Canoeing,0.0,0.0
CRO,2004,Equestrianism,0.0,0.0
CRO,2004,Handball,12.0104649,0.027329051633175373
CRO,2004,Rowing,2.999086,0.0068242301050589135
CRO,2004,Sailing,0.0,0.0
CRO,2004,Shooting,0.0,0.0
CRO,2004,Swimming,1.2,0.0027305239416511216
CRO,2004,Table Tennis,0.07760219,0.00017657886476629938
CRO,2004,Taekwondo,0.0,0.0
CRO,2004,Tennis,2.0,0.004550873236085203
CRO,2004,Water Polo,0.95365876,0.002169990063621101
CRO,2004,Weightlifting,1.1307194,0.0025728803274911597
CRO,2008,Athletics,0.6,0.0013652619708255608
CRO,2008,Basketball,0.0,0.0
CRO,2008,Boxing,0.0,0.0
CRO,2008,Canoeing,0.0,0.0
CRO,2008,Cycling,0.0,0.0
CRO,2008,Gymnastics,1.2,0.0027305239416511216
CRO,2008,Handball,7.8581011,0.017880610991220847
CRO,2008,Rowing,2.1585378,0.0049116159515491175
CRO,2008,Sailing,0.0,0.0
CRO,2008,Shooting,1.0,0.0022754366180426015
CRO,2008,Swimming,0.34373856,0.0007821553064572339
CRO,2008,Table Tennis,0.046537675,0.00010589352981356572
CRO,2008,Taekwondo,1.0,0.0022754366180426015
CRO,2008,Tennis,0.0,0.0
CRO,2008,Water Polo,0.2588054,0.0005888952841071628
CRO,2012,Athletics,0.7,0.001592805632629821
CRO,2012,Basketball,0.0,0.0
CRO,2012,Canoeing,0.0,0.0
CRO,2012,Cycling,0.0,0.0
CRO,2012,Fencing,0.0,0.0
CRO,2012,Gymnastics,1.0794517,0.0024562239255883364
CRO,2012,Handball,10.1985134,0.02320607083995815
CRO,2012,Judo,0.0,0.0
CRO,2012,Rowing,2.4,0.005461047883302243
CRO,2012,Sailing,0.0,0.0
CRO,2012,Shooting,0.9998477,0.0022750900690456737
CRO,2012,Swimming,0.0,0.0
CRO,2012,Table Tennis,0.027908428,6.350385902320544e-05
CRO,2012,Taekwondo,0.5,0.0011377183090213008
CRO,2012,Tennis,0.0,0.0
CRO,2012,Water Polo,9.1776022,0.02088305211170834
CRO,2012,Wrestling,0.0,0.0
CRO,2016,Athletics,2.4288987,0.005526805043496071
CRO,2016,Basketball,0.0,0.0
CRO,2016,Boxing,0.5,0.0011377183090213008
CRO,2016,Cycling,0.0,0.0
CRO,2016,Diving,0.0,0.0
CRO,2016,Gymnastics,0.64734215,0.0014729860325124263
CRO,2016,Handball,3.5981724,0.00818741323699023
CRO,2016,Judo,0.0,0.0
CRO,2016,Rowing,4.1589034,0.009463321087261877
CRO,2016,Sailing,2.0,0.004550873236085203
CRO,2016,Shooting,1.29960401,0.002957166553309003
CRO,2016,Swimming,0.0,0.0
CRO,2016,Table Tennis,0.0,0.0
CRO,2016,Taekwondo,0.2998477,0.0006822844364158526
CRO,2016,Tennis,0.0,0.0
CRO,2016,Water Polo,9.8989335,0.02252439576546861
CRO,2016,Weightlifting,0.0,0.0
CRO,2016,Wrestling,0.0,0.0
CRO,2020,Artistic Gymnastics,0.6,0.0013652619708255608
CRO,2020,Athletics,0.36540437,0.0008314544838907874
CRO,2020,Boxing,0.0,0.0
CRO,2020,Canoe Slalom,0.0,0.0
CRO,2020,Canoe Sprint,0.0,0.0
CRO,2020,Cycling Road,0.0,0.0
CRO,2020,Judo,0.0,0.0
CRO,2020,Karate,0.0,0.0
CRO,2020,Rowing,3.0511959,0.006942802879681452
CRO,2020,Sailing,0.6,0.0013652619708255608
CRO,2020,Shooting,0.0,0.0
CRO,2020,Swimming,0.0,0.0
CRO,2020,Table Tennis,0.0,0.0
CRO,2020,Taekwondo,1.2,0.0027305239416511216
CRO,2020,Tennis,3.8,0.008646659148561886
CRO,2020,Water Polo,0.3598172,0.0008187412326815584
CRO,2020,Wrestling,0.0,0.0
CRO,2024,Artistic Gymnastics,0.3598172,0.0008187412326815584
CRO,2024,Athletics,0.69074337,0.0015717427577681493
CRO,2024,Boxing,0.0,0.0
CRO,2024,Canoe Slalom,0.0,0.0
CRO,2024,Canoe Sprint,0.0,0.0
CRO,2024,Cycling BMX Freestyle,0.0,0.0
CRO,2024,Handball,0.21567115,0.0004907460321653586
CRO,2024,Judo,0.7,0.001592805632629821
CRO,2024,Rowing,4.3692094,0.009941859060655945
CRO,2024,Sailing,0.0,0.0
CRO,2024,Shooting,1.1509698,0.0026189588291811693
CRO,2024,Swimming,0.0,0.0
CRO,2024,Table Tennis,0.0,0.0
CRO,2024,Taekwondo,0.5,0.0011377183090213008
CRO,2024,Tennis,2.0395735,0.0046409202270893115
CRO,2024,Water Polo,7.8,0.01774840562073229
CRT,1906,Athletics,0.0,0.0
CRT,1906,Shooting,0.0,0.0
CUB,1900,Fencing,2.6,0.005916135206910764
CUB,1904,Athletics,0.0,0.0
CUB,1904,Fencing,2.179604,0.004959550754432126
CUB,1924,Fencing,0.22335012,0.0005082190416922092
CUB,1924,Sailing,0.0,0.0
CUB,1928,Athletics,0.0,0.0
CUB,1932,Art Competitions,0.0,0.0
CUB,1948,Athletics,0.0,0.0
CUB,1948,Basketball,0.0,0.0
CUB,1948,Cycling,0.0,0.0
CUB,1948,Diving,0.0,0.0
CUB,1948,Fencing,0.0,0.0
CUB,1948,Gymnastics,0.0,0.0
CUB,1948,Rowing,0.0,0.0
CUB,1948,Sailing,1.2,0.0027305239416511216
CUB,1948,Shooting,0.0,0.0
CUB,1948,Swimming,0.0,0.0
CUB,1948,Weightlifting,0.0,0.0
CUB,1948,Wrestling,0.0,0.0
CUB,1952,Athletics,0.0,0.0
CUB,1952,Basketball,0.0,0.0
CUB,1952,Fencing,0.0,0.0
CUB,1952,Gymnastics,0.0,0.0
CUB,1952,Sailing,0.7196344,0.0016374824653631167
CUB,1952,Shooting,0.0,0.0
CUB,1952,Swimming,0.0,0.0
CUB,1952,Weightlifting,0.0,0.0
CUB,1956,Athletics,0.0,0.0
CUB,1956,Gymnastics,0.0,0.0
CUB,1956,Rowing,0.0,0.0
CUB,1956,Sailing,0.21578072,0.0004909953517555976
CUB,1956,Swimming,0.0,0.0
CUB,1960,Athletics,0.0,0.0
CUB,1960,Boxing,0.0,0.0
CUB,1960,Fencing,0.0,0.0
CUB,1960,Gymnastics,0.0,0.0
CUB,1960,Sailing,0.1294027,0.0002944476420535814
CUB,1960,Swimming,0.0,0.0
CUB,1960,Weightlifting,0.0,0.0
CUB,1960,Wrestling,0.0,0.0
CUB,1964,Athletics,0.6,0.0013652619708255608
CUB,1964,Boxing,0.0,0.0
CUB,1964,Fencing,0.0,0.0
CUB,1964,Gymnastics,0.0,0.0
CUB,1964,Rowing,0.0,0.0
CUB,1964,Weightlifting,0.0,0.0
CUB,1968,Athletics,10.8528151,0.02469489288738568
CUB,1968,Basketball,0.0,0.0
CUB,1968,Boxing,1.2,0.0027305239416511216
CUB,1968,Cycling,0.0,0.0
CUB,1968,Diving,0.0,0.0
CUB,1968,Fencing,0.0,0.0
CUB,1968,Gymnastics,0.0,0.0
CUB,1968,Rowing,0.0,0.0
CUB,1968,Shooting,0.0,0.0
CUB,1968,Swimming,0.0,0.0
CUB,1968,Water Polo,0.0,0.0
CUB,1968,Weightlifting,0.0,0.0
CUB,1968,Wrestling,0.0,0.0
CUB,1972,Athletics,4.06601875,0.009251967953397805
CUB,1972,Basketball,5.5,0.012514901399234309
CUB,1972,Boxing,3.9196344,0.008918879643099441
CUB,1972,Canoeing,0.0,0.0
CUB,1972,Cycling,0.0,0.0
CUB,1972,Fencing,0.0,0.0
CUB,1972,Gymnastics,0.0,0.0
CUB,1972,Judo,0.0,0.0
CUB,1972,Rowing,0.0,0.0
CUB,1972,Shooting,0.0,0.0
CUB,1972,Volleyball,0.0,0.0
CUB,1972,Water Polo,0.0,0.0
CUB,1972,Weightlifting,0.0,0.0
CUB,1972,Wrestling,0.0,0.0
CUB,1976,Athletics,3.97100119,0.009035761518016746
CUB,1976,Basketball,4.7975632,0.010916550982653641
CUB,1976,Boxing,6.37514094,0.014506229140058531
CUB,1976,Cycling,0.0,0.0
CUB,1976,Fencing,0.0,0.0
CUB,1976,Football,0.0,0.0
CUB,1976,Gymnastics,0.0,0.0
CUB,1976,Judo,0.7,0.001592805632629821
CUB,1976,Rowing,0.0,0.0
CUB,1976,Shooting,0.0,0.0
CUB,1976,Volleyball,5.5,0.012514901399234309
CUB,1976,Water Polo,0.0,0.0
CUB,1976,Weightlifting,0.0,0.0
CUB,1976,Wrestling,0.0,0.0
CUB,1980,Athletics,5.58362383,0.012705182124157277
CUB,1980,Basketball,1.43853808,0.0032733022236806973
CUB,1980,Boxing,7.570921549999999,0.01722715212719785
CUB,1980,Canoeing,0.0,0.0
CUB,1980,Cycling,0.0,0.0
CUB,1980,Diving,0.0,0.0
CUB,1980,Fencing,0.0,0.0
CUB,1980,Football,0.0,0.0
CUB,1980,Gymnastics,0.0,0.0
CUB,1980,Handball,0.0,0.0
CUB,1980,Hockey,0.0,0.0
CUB,1980,Judo,2.21978675,0.005050984055195777
CUB,1980,Rowing,0.0,0.0
CUB,1980,Sailing,0.0,0.0
CUB,1980,Shooting,0.0,0.0
CUB,1980,Volleyball,2.998477,0.006822844364158525
CUB,1980,Water Polo,0.0,0.0
CUB,1980,Weightlifting,0.7,0.001592805632629821
CUB,1980,Wrestling,0.0,0.0
CUB,1992,Athletics,7.899999999999999,0.017975949282536548
CUB,1992,Baseball,11.2,0.025484890122077136
CUB,1992,Basketball,0.0,0.0
CUB,1992,Boxing,5.4,0.01228735773743005
CUB,1992,Canoeing,0.0,0.0
CUB,1992,Cycling,0.0,0.0
CUB,1992,Fencing,5.8,0.013197532384647088
CUB,1992,Judo,2.8,0.006371222530519284
CUB,1992,Rowing,0.0,0.0
CUB,1992,Shooting,0.0,0.0
CUB,1992,Swimming,0.0,0.0
CUB,1992,Table Tennis,0.0,0.0
CUB,1992,Volleyball,7.0,0.01592805632629821
CUB,1992,Water Polo,0.0,0.0
CUB,1992,Weightlifting,0.6,0.0013652619708255608
CUB,1992,Wrestling,1.5,0.003413154927063902
CUB,1996,Athletics,5.40624442,0.012301566519356487
CUB,1996,Baseball,11.618720199999998,0.026437661397871254
CUB,1996,Basketball,0.0,0.0
CUB,1996,Beach Volleyball,0.0,0.0
CUB,1996,Boxing,6.21917733,0.014151343830782415
CUB,1996,Cycling,0.0,0.0
CUB,1996,Fencing,7.07792834,0.016105377324717483
CUB,1996,Judo,4.97914695,0.011329733296645134
CUB,1996,Rowing,0.0,0.0
CUB,1996,Sailing,0.0,0.0
CUB,1996,Shooting,0.0,0.0
CUB,1996,Swimming,2.2,0.005005960559693724
CUB,1996,Volleyball,12.8770152,0.029300831917171175
CUB,1996,Weightlifting,1.0282049,0.002339615080310831
