NOC,Year,Sport,Total,Gold,Silver,Bronze
BRA,1984,Equestrianism,0,0,0,0
BRA,1984,Football,16,0,16,0
BRA,1984,Gymnastics,0,0,0,0
BRA,1984,Judo,3,0,1,2
BRA,1984,Rhythmic Gymnastics,0,0,0,0
BRA,1984,Rowing,0,0,0,0
BRA,1984,Sailing,3,0,3,0
BRA,1984,Shooting,0,0,0,0
BRA,1984,Swimming,1,0,1,0
BRA,1984,Synchronized Swimming,0,0,0,0
BRA,1984,Volleyball,12,0,12,0
BRA,1984,Water Polo,0,0,0,0
BRA,1988,Archery,0,0,0,0
BRA,1988,Athletics,2,0,1,1
BRA,1988,Basketball,0,0,0,0
BRA,1988,Boxing,0,0,0,0
BRA,1988,Cycling,0,0,0,0
BRA,1988,Diving,0,0,0,0
BRA,1988,Equestrianism,0,0,0,0
BRA,1988,Fencing,0,0,0,0
BRA,1988,Football,16,0,16,0
BRA,1988,Gymnastics,0,0,0,0
BRA,1988,Judo,1,1,0,0
BRA,1988,Rowing,0,0,0,0
BRA,1988,Sailing,4,0,0,4
BRA,1988,Shooting,0,0,0,0
BRA,1988,Swimming,0,0,0,0
BRA,1988,Synchronized Swimming,0,0,0,0
BRA,1988,Table Tennis,0,0,0,0
BRA,1988,Tennis,0,0,0,0
BRA,1988,Volleyball,0,0,0,0
BRA,1988,Weightlifting,0,0,0,0
BRA,1988,Wrestling,0,0,0,0
BRA,1992,Archery,0,0,0,0
BRA,1992,Athletics,0,0,0,0
BRA,1992,Basketball,0,0,0,0
BRA,1992,Boxing,0,0,0,0
BRA,1992,Canoeing,0,0,0,0
BRA,1992,Cycling,0,0,0,0
BRA,1992,Diving,0,0,0,0
BRA,1992,Equestrianism,0,0,0,0
BRA,1992,Fencing,0,0,0,0
BRA,1992,Gymnastics,0,0,0,0
BRA,1992,Handball,0,0,0,0
BRA,1992,Judo,1,1,0,0
BRA,1992,Rhythmic Gymnastics,0,0,0,0
BRA,1992,Rowing,0,0,0,0
BRA,1992,Sailing,0,0,0,0
BRA,1992,Shooting,0,0,0,0
BRA,1992,Swimming,1,0,1,0
BRA,1992,Synchronized Swimming,0,0,0,0
BRA,1992,Table Tennis,0,0,0,0
BRA,1992,Tennis,0,0,0,0
BRA,1992,Volleyball,12,12,0,0
BRA,1992,Weightlifting,0,0,0,0
BRA,1992,Wrestling,0,0,0,0
BRA,1996,Athletics,1,0,0,1
BRA,1996,Basketball,12,0,12,0
BRA,1996,Beach Volleyball,4,2,2,0
BRA,1996,Boxing,0,0,0,0
BRA,1996,Canoeing,0,0,0,0
BRA,1996,Cycling,0,0,0,0
BRA,1996,Equestrianism,1,0,0,1
BRA,1996,Football,17,0,0,17
BRA,1996,Handball,0,0,0,0
BRA,1996,Judo,2,0,0,2
BRA,1996,Rowing,0,0,0,0
BRA,1996,Sailing,5,3,0,2
BRA,1996,Shooting,0,0,0,0
BRA,1996,Swimming,3,0,1,2
BRA,1996,Table Tennis,0,0,0,0
BRA,1996,Tennis,0,0,0,0
BRA,1996,Volleyball,12,0,0,12
BRA,1996,Weightlifting,0,0,0,0
BRA,2000,Athletics,1,0,1,0
BRA,2000,Basketball,12,0,0,12
BRA,2000,Beach Volleyball,6,0,4,2
BRA,2000,Boxing,0,0,0,0
BRA,2000,Canoeing,0,0,0,0
BRA,2000,Cycling,0,0,0,0
BRA,2000,Diving,0,0,0,0
BRA,2000,Equestrianism,1,0,0,1
BRA,2000,Fencing,0,0,0,0
BRA,2000,Football,0,0,0,0
BRA,2000,Gymnastics,0,0,0,0
BRA,2000,Handball,0,0,0,0
BRA,2000,Judo,2,0,2,0
BRA,2000,Rhythmic Gymnastics,0,0,0,0
BRA,2000,Rowing,0,0,0,0
BRA,2000,Sailing,3,0,1,2
BRA,2000,Swimming,1,0,0,1
BRA,2000,Synchronized Swimming,0,0,0,0
BRA,2000,Table Tennis,0,0,0,0
BRA,2000,Taekwondo,0,0,0,0
BRA,2000,Tennis,0,0,0,0
BRA,2000,Triathlon,0,0,0,0
BRA,2000,Volleyball,12,0,0,12
BRA,2000,Weightlifting,0,0,0,0
BRA,2004,Athletics,1,0,0,1
BRA,2004,Basketball,0,0,0,0
BRA,2004,Beach Volleyball,4,2,2,0
BRA,2004,Boxing,0,0,0,0
BRA,2004,Canoeing,0,0,0,0
BRA,2004,Cycling,0,0,0,0
BRA,2004,Diving,0,0,0,0
BRA,2004,Equestrianism,1,1,0,0
BRA,2004,Fencing,0,0,0,0
BRA,2004,Football,17,0,17,0
BRA,2004,Gymnastics,0,0,0,0
BRA,2004,Handball,0,0,0,0
BRA,2004,Judo,2,0,0,2
BRA,2004,Modern Pentathlon,0,0,0,0
BRA,2004,Rhythmic Gymnastics,0,0,0,0
BRA,2004,Rowing,0,0,0,0
BRA,2004,Sailing,3,3,0,0
BRA,2004,Shooting,0,0,0,0
BRA,2004,Swimming,0,0,0,0
BRA,2004,Synchronized Swimming,0,0,0,0
BRA,2004,Table Tennis,0,0,0,0
BRA,2004,Taekwondo,0,0,0,0
BRA,2004,Tennis,0,0,0,0
BRA,2004,Triathlon,0,0,0,0
BRA,2004,Volleyball,12,12,0,0
BRA,2004,Wrestling,0,0,0,0
BRA,2008,Archery,0,0,0,0
BRA,2008,Athletics,2,1,0,1
BRA,2008,Basketball,0,0,0,0
BRA,2008,Beach Volleyball,4,0,2,2
BRA,2008,Boxing,0,0,0,0
BRA,2008,Canoeing,0,0,0,0
BRA,2008,Cycling,0,0,0,0
BRA,2008,Diving,0,0,0,0
BRA,2008,Equestrianism,0,0,0,0
BRA,2008,Fencing,0,0,0,0
BRA,2008,Football,35,0,18,17
BRA,2008,Gymnastics,0,0,0,0
BRA,2008,Handball,0,0,0,0
BRA,2008,Judo,3,0,0,3
BRA,2008,Modern Pentathlon,0,0,0,0
BRA,2008,Rhythmic Gymnastics,0,0,0,0
BRA,2008,Rowing,0,0,0,0
BRA,2008,Sailing,4,0,2,2
BRA,2008,Shooting,0,0,0,0
BRA,2008,Swimming,2,1,0,1
BRA,2008,Synchronized Swimming,0,0,0,0
BRA,2008,Table Tennis,0,0,0,0
BRA,2008,Taekwondo,1,0,0,1
BRA,2008,Tennis,0,0,0,0
BRA,2008,Triathlon,0,0,0,0
BRA,2008,Volleyball,24,12,12,0
BRA,2008,Weightlifting,0,0,0,0
BRA,2008,Wrestling,0,0,0,0
BRA,2012,Archery,0,0,0,0
BRA,2012,Athletics,0,0,0,0
BRA,2012,Basketball,0,0,0,0
BRA,2012,Beach Volleyball,4,0,2,2
BRA,2012,Boxing,3,0,1,2
BRA,2012,Canoeing,0,0,0,0
BRA,2012,Cycling,0,0,0,0
BRA,2012,Diving,0,0,0,0
BRA,2012,Equestrianism,0,0,0,0
BRA,2012,Fencing,0,0,0,0
BRA,2012,Football,18,0,18,0
BRA,2012,Gymnastics,1,1,0,0
BRA,2012,Handball,0,0,0,0
BRA,2012,Judo,4,1,0,3
BRA,2012,Modern Pentathlon,1,0,0,1
BRA,2012,Rowing,0,0,0,0
BRA,2012,Sailing,2,0,0,2
BRA,2012,Shooting,0,0,0,0
BRA,2012,Swimming,2,0,1,1
BRA,2012,Synchronized Swimming,0,0,0,0
BRA,2012,Table Tennis,0,0,0,0
BRA,2012,Taekwondo,0,0,0,0
BRA,2012,Tennis,0,0,0,0
BRA,2012,Triathlon,0,0,0,0
BRA,2012,Volleyball,24,12,12,0
BRA,2012,Weightlifting,0,0,0,0
BRA,2012,Wrestling,0,0,0,0
BRA,2016,Archery,0,0,0,0
BRA,2016,Athletics,1,1,0,0
BRA,2016,Badminton,0,0,0,0
BRA,2016,Basketball,0,0,0,0
BRA,2016,Beach Volleyball,4,2,2,0
BRA,2016,Boxing,1,1,0,0
BRA,2016,Canoeing,3,0,2,1
BRA,2016,Cycling,0,0,0,0
BRA,2016,Diving,0,0,0,0
BRA,2016,Equestrianism,0,0,0,0
BRA,2016,Fencing,0,0,0,0
BRA,2016,Football,17,17,0,0
BRA,2016,Golf,0,0,0,0
BRA,2016,Gymnastics,3,0,2,1
BRA,2016,Handball,0,0,0,0
BRA,2016,Hockey,0,0,0,0
BRA,2016,Judo,3,1,0,2
BRA,2016,Modern Pentathlon,0,0,0,0
BRA,2016,Rhythmic Gymnastics,0,0,0,0
BRA,2016,Rowing,0,0,0,0
BRA,2016,Rugby Sevens,0,0,0,0
BRA,2016,Sailing,2,2,0,0
BRA,2016,Shooting,1,0,1,0
BRA,2016,Swimming,1,0,0,1
BRA,2016,Synchronized Swimming,0,0,0,0
BRA,2016,Table Tennis,0,0,0,0
BRA,2016,Taekwondo,1,0,0,1
BRA,2016,Tennis,0,0,0,0
BRA,2016,Trampolining,0,0,0,0
BRA,2016,Triathlon,0,0,0,0
BRA,2016,Volleyball,12,12,0,0
BRA,2016,Water Polo,0,0,0,0
BRA,2016,Weightlifting,0,0,0,0
BRA,2016,Wrestling,0,0,0,0
BRA,2020,Archery,0,0,0,0
BRA,2020,Artistic Gymnastics,2,1,1,0
BRA,2020,Athletics,2,0,0,2
BRA,2020,Badminton,0,0,0,0
BRA,2020,Beach Volleyball,0,0,0,0
BRA,2020,Boxing,3,1,1,1
BRA,2020,Canoe Slalom,0,0,0,0
BRA,2020,Canoe Sprint,1,1,0,0
BRA,2020,Cycling BMX Racing,0,0,0,0
BRA,2020,Cycling Mountain Bike,0,0,0,0
BRA,2020,Diving,0,0,0,0
BRA,2020,Equestrian,0,0,0,0
BRA,2020,Fencing,0,0,0,0
BRA,2020,Football,1,1,0,0
BRA,2020,Handball,0,0,0,0
BRA,2020,Judo,2,0,0,2
BRA,2020,Marathon Swimming,1,1,0,0
BRA,2020,Modern Pentathlon,0,0,0,0
BRA,2020,Rhythmic Gymnastics,0,0,0,0
BRA,2020,Rowing,0,0,0,0
BRA,2020,Rugby Sevens,0,0,0,0
BRA,2020,Sailing,1,1,0,0
BRA,2020,Shooting,0,0,0,0
BRA,2020,Skateboarding,3,0,3,0
BRA,2020,Surfing,1,1,0,0
BRA,2020,Swimming,2,0,0,2
BRA,2020,Table Tennis,0,0,0,0
BRA,2020,Taekwondo,0,0,0,0
BRA,2020,Tennis,1,0,0,1
BRA,2020,Triathlon,0,0,0,0
BRA,2020,Volleyball,1,0,1,0
BRA,2020,Weightlifting,0,0,0,0
BRA,2020,Wrestling,0,0,0,0
BRA,2024,Archery,0,0,0,0
BRA,2024,Artistic Gymnastics,4,1,2,1
BRA,2024,Athletics,2,0,1,1
BRA,2024,Badminton,0,0,0,0
BRA,2024,Basketball,0,0,0,0
BRA,2024,Beach Volleyball,2,2,0,0
BRA,2024,Boxing,1,0,0,1
BRA,2024,Canoe Slalom,0,0,0,0
BRA,2024,Canoe Sprint,1,0,1,0
BRA,2024,Cycling BMX Freestyle,0,0,0,0
BRA,2024,Cycling BMX Racing,0,0,0,0
BRA,2024,Cycling Mountain Bike,0,0,0,0
BRA,2024,Cycling Road,0,0,0,0
BRA,2024,Diving,0,0,0,0
BRA,2024,Equestrian,0,0,0,0
BRA,2024,Fencing,0,0,0,0
BRA,2024,Football,22,0,22,0
BRA,2024,Handball,0,0,0,0
BRA,2024,Judo,4,1,1,2
BRA,2024,Marathon Swimming,0,0,0,0
BRA,2024,"Marathon Swimming, Swimming",0,0,0,0
BRA,2024,Modern Pentathlon,0,0,0,0
BRA,2024,Rhythmic Gymnastics,0,0,0,0
BRA,2024,Rowing,0,0,0,0
BRA,2024,Rugby Sevens,0,0,0,0
BRA,2024,Sailing,0,0,0,0
BRA,2024,Shooting,0,0,0,0
BRA,2024,Skateboarding,2,0,0,2
BRA,2024,Surfing,2,0,1,1
BRA,2024,Swimming,0,0,0,0
BRA,2024,Table Tennis,0,0,0,0
BRA,2024,Taekwondo,1,0,0,1
BRA,2024,Tennis,0,0,0,0
BRA,2024,Trampoline Gymnastics,0,0,0,0
BRA,2024,Triathlon,0,0,0,0
BRA,2024,Volleyball,13,0,0,13
BRA,2024,Weightlifting,0,0,0,0
BRA,2024,Wrestling,0,0,0,0
BRN,1984,Athletics,0,0,0,0
BRN,1984,Modern Pentathlon,0,0,0,0
BRN,1984,Shooting,0,0,0,0
BRN,1984,Swimming,0,0,0,0
BRN,1988,Athletics,0,0,0,0
BRN,1988,Fencing,0,0,0,0
BRN,1988,Modern Pentathlon,0,0,0,0
BRN,1992,Athletics,0,0,0,0
BRN,1992,Cycling,0,0,0,0
BRN,1996,Athletics,0,0,0,0
BRN,1996,Sailing,0,0,0,0
BRN,2000,Athletics,0,0,0,0
BRN,2000,Swimming,0,0,0,0
BRN,2004,Athletics,0,0,0,0
BRN,2004,Sailing,0,0,0,0
BRN,2004,Shooting,0,0,0,0
BRN,2004,Swimming,0,0,0,0
BRN,2008,Athletics,0,0,0,0
BRN,2008,Shooting,0,0,0,0
BRN,2008,Swimming,0,0,0,0
BRN,2012,Athletics,1,0,0,1
BRN,2012,Shooting,0,0,0,0
BRN,2012,Swimming,0,0,0,0
BRN,2016,Athletics,2,1,1,0
BRN,2016,Shooting,0,0,0,0
BRN,2016,Swimming,0,0,0,0
BRN,2016,Wrestling,0,0,0,0
BRN,2020,Athletics,1,0,1,0
BRN,2020,Boxing,0,0,0,0
BRN,2020,Handball,0,0,0,0
BRN,2020,Shooting,0,0,0,0
BRN,2020,Swimming,0,0,0,0
BRN,2024,Athletics,2,1,1,0
BRN,2024,Judo,0,0,0,0
BRN,2024,Swimming,0,0,0,0
BRN,2024,Weightlifting,1,0,0,1
BRN,2024,Wrestling,1,1,0,0
BRU,1996,Shooting,0,0,0,0
BRU,2000,Athletics,0,0,0,0
BRU,2000,Shooting,0,0,0,0
BRU,2004,Athletics,0,0,0,0
BRU,2012,Athletics,0,0,0,0
BRU,2012,Swimming,0,0,0,0
BRU,2016,Athletics,0,0,0,0
BRU,2016,Badminton,0,0,0,0
BRU,2020,Athletics,0,0,0,0
BRU,2020,Swimming,0,0,0,0
BRU,2024,Athletics,0,0,0,0
BRU,2024,Swimming,0,0,0,0
BUL,1924,Athletics,0,0,0,0
BUL,1924,Cycling,0,0,0,0
BUL,1924,Equestrianism,0,0,0,0
BUL,1924,Football,0,0,0,0
BUL,1928,Equestrianism,0,0,0,0
BUL,1928,Fencing,0,0,0,0
BUL,1932,Art Competitions,0,0,0,0
BUL,1936,Art Competitions,0,0,0,0
BUL,1936,Athletics,0,0,0,0
BUL,1936,Cycling,0,0,0,0
BUL,1936,Equestrianism,0,0,0,0
BUL,1936,Fencing,0,0,0,0
BUL,1936,Gymnastics,0,0,0,0
BUL,1936,Shooting,0,0,0,0
BUL,1952,Athletics,0,0,0,0
BUL,1952,Basketball,0,0,0,0
BUL,1952,Boxing,1,0,0,1
BUL,1952,Cycling,0,0,0,0
BUL,1952,Equestrianism,0,0,0,0
BUL,1952,Football,0,0,0,0
BUL,1952,Gymnastics,0,0,0,0
BUL,1952,Shooting,0,0,0,0
BUL,1956,Basketball,0,0,0,0
BUL,1956,Boxing,0,0,0,0
BUL,1956,Equestrianism,0,0,0,0
BUL,1956,Football,14,0,0,14
BUL,1956,Gymnastics,0,0,0,0
BUL,1956,Weightlifting,0,0,0,0
BUL,1956,Wrestling,4,1,3,0
BUL,1960,Athletics,0,0,0,0
BUL,1960,Basketball,0,0,0,0
BUL,1960,Boxing,0,0,0,0
BUL,1960,Canoeing,0,0,0,0
BUL,1960,Cycling,0,0,0,0
BUL,1960,Equestrianism,0,0,0,0
BUL,1960,Fencing,0,0,0,0
BUL,1960,Football,0,0,0,0
BUL,1960,Gymnastics,1,0,0,1
BUL,1960,Shooting,0,0,0,0
BUL,1960,Weightlifting,0,0,0,0
BUL,1960,Wrestling,6,1,3,2
BUL,1964,Athletics,0,0,0,0
BUL,1964,Boxing,1,0,0,1
BUL,1964,Canoeing,0,0,0,0
BUL,1964,Cycling,0,0,0,0
BUL,1964,Gymnastics,0,0,0,0
BUL,1964,Shooting,1,0,1,0
BUL,1964,Volleyball,0,0,0,0
BUL,1964,Weightlifting,0,0,0,0
BUL,1964,Wrestling,8,3,4,1
BUL,1968,Athletics,0,0,0,0
BUL,1968,Basketball,0,0,0,0
BUL,1968,Boxing,2,0,0,2
BUL,1968,Canoeing,0,0,0,0
BUL,1968,Football,18,0,18,0
BUL,1968,Gymnastics,0,0,0,0
BUL,1968,Modern Pentathlon,0,0,0,0
BUL,1968,Rowing,0,0,0,0
BUL,1968,Shooting,0,0,0,0
BUL,1968,Swimming,0,0,0,0
BUL,1968,Volleyball,0,0,0,0
BUL,1968,Weightlifting,0,0,0,0
BUL,1968,Wrestling,6,2,3,1
BUL,1972,Athletics,4,0,2,2
BUL,1972,Boxing,2,1,1,0
BUL,1972,Canoeing,1,0,0,1
BUL,1972,Cycling,0,0,0,0
BUL,1972,Equestrianism,0,0,0,0
BUL,1972,Fencing,0,0,0,0
BUL,1972,Gymnastics,0,0,0,0
BUL,1972,Modern Pentathlon,0,0,0,0
BUL,1972,Rowing,0,0,0,0
BUL,1972,Shooting,0,0,0,0
BUL,1972,Swimming,0,0,0,0
BUL,1972,Volleyball,0,0,0,0
BUL,1972,Water Polo,0,0,0,0
BUL,1972,Weightlifting,6,3,3,0
BUL,1972,Wrestling,8,2,4,2
BUL,1976,Athletics,4,1,2,1
BUL,1976,Basketball,12,0,0,12
BUL,1976,Boxing,1,0,0,1
BUL,1976,Canoeing,0,0,0,0
BUL,1976,Cycling,0,0,0,0
BUL,1976,Fencing,0,0,0,0
BUL,1976,Gymnastics,0,0,0,0
BUL,1976,Judo,0,0,0,0
BUL,1976,Modern Pentathlon,0,0,0,0
BUL,1976,Rowing,8,3,5,0
BUL,1976,Shooting,0,0,0,0
BUL,1976,Swimming,0,0,0,0
BUL,1976,Weightlifting,6,2,3,1
BUL,1976,Wrestling,7,1,3,3
BUL,1980,Archery,0,0,0,0
BUL,1980,Athletics,2,0,1,1
BUL,1980,Basketball,12,0,12,0
BUL,1980,Boxing,2,1,0,1
BUL,1980,Canoeing,8,1,2,5
BUL,1980,Cycling,0,0,0,0
BUL,1980,Diving,0,0,0,0
BUL,1980,Equestrianism,1,0,1,0
BUL,1980,Fencing,0,0,0,0
BUL,1980,Gymnastics,2,1,0,1
BUL,1980,Judo,2,0,1,1
BUL,1980,Modern Pentathlon,0,0,0,0
BUL,1980,Rowing,15,0,5,10
BUL,1980,Sailing,0,0,0,0
BUL,1980,Shooting,2,0,0,2
BUL,1980,Swimming,0,0,0,0
BUL,1980,Volleyball,22,0,12,10
BUL,1980,Water Polo,0,0,0,0
BUL,1980,Weightlifting,8,2,4,2
BUL,1980,Wrestling,10,3,4,3
BUL,1988,Athletics,4,2,1,1
BUL,1988,Basketball,0,0,0,0
BUL,1988,Boxing,2,1,1,0
BUL,1988,Canoeing,8,1,1,6
BUL,1988,Fencing,0,0,0,0
BUL,1988,Gymnastics,2,1,0,1
BUL,1988,Judo,0,0,0,0
BUL,1988,Rhythmic Gymnastics,1,0,1,0
BUL,1988,Rowing,4,0,1,3
BUL,1988,Shooting,2,1,1,0
BUL,1988,Swimming,3,1,1,1
BUL,1988,Table Tennis,0,0,0,0
BUL,1988,Tennis,1,0,0,1
BUL,1988,Volleyball,0,0,0,0
BUL,1988,Weightlifting,4,2,1,1
BUL,1988,Wrestling,8,1,4,3
BUL,1992,Archery,0,0,0,0
BUL,1992,Athletics,2,0,1,1
BUL,1992,Badminton,0,0,0,0
BUL,1992,Boxing,2,0,1,1
BUL,1992,Canoeing,3,2,0,1
BUL,1992,Cycling,0,0,0,0
BUL,1992,Diving,0,0,0,0
BUL,1992,Equestrianism,0,0,0,0
BUL,1992,Gymnastics,0,0,0,0
BUL,1992,Judo,0,0,0,0
BUL,1992,Modern Pentathlon,0,0,0,0
BUL,1992,Rhythmic Gymnastics,0,0,0,0
BUL,1992,Rowing,0,0,0,0
BUL,1992,Shooting,3,0,2,1
BUL,1992,Swimming,0,0,0,0
BUL,1992,Table Tennis,0,0,0,0
BUL,1992,Tennis,0,0,0,0
BUL,1992,Weightlifting,4,1,2,1
BUL,1992,Wrestling,2,0,1,1
BUL,1996,Archery,0,0,0,0
BUL,1996,Athletics,1,1,0,0
BUL,1996,Badminton,0,0,0,0
BUL,1996,Boxing,3,1,2,0
BUL,1996,Canoeing,1,0,0,1
BUL,1996,Diving,0,0,0,0
BUL,1996,Fencing,0,0,0,0
BUL,1996,Gymnastics,1,0,1,0
BUL,1996,Judo,0,0,0,0
BUL,1996,Rhythmic Gymnastics,1,0,1,0
BUL,1996,Rowing,0,0,0,0
BUL,1996,Shooting,4,0,2,2
BUL,1996,Swimming,0,0,0,0
BUL,1996,Tennis,0,0,0,0
BUL,1996,Volleyball,0,0,0,0
BUL,1996,Weightlifting,3,0,1,2
BUL,1996,Wrestling,1,1,0,0
BUL,2000,Athletics,1,1,0,0
BUL,2000,Badminton,0,0,0,0
BUL,2000,Beach Volleyball,0,0,0,0
BUL,2000,Boxing,0,0,0,0
BUL,2000,Canoeing,2,0,2,0
BUL,2000,Equestrianism,0,0,0,0
BUL,2000,Gymnastics,2,0,0,2
BUL,2000,Judo,0,0,0,0
BUL,2000,Modern Pentathlon,0,0,0,0
BUL,2000,Rhythmic Gymnastics,0,0,0,0
BUL,2000,Rowing,1,0,1,0
BUL,2000,Sailing,0,0,0,0
BUL,2000,Shooting,2,2,0,0
BUL,2000,Swimming,0,0,0,0
BUL,2000,Weightlifting,3,1,2,0
BUL,2000,Wrestling,2,1,1,0
BUL,2004,Archery,0,0,0,0
BUL,2004,Athletics,0,0,0,0
BUL,2004,Badminton,0,0,0,0
BUL,2004,Beach Volleyball,0,0,0,0
BUL,2004,Boxing,1,0,0,1
BUL,2004,Canoeing,0,0,0,0
BUL,2004,Cycling,0,0,0,0
BUL,2004,Equestrianism,0,0,0,0
BUL,2004,Gymnastics,2,0,1,1
BUL,2004,Judo,1,0,0,1
BUL,2004,Rhythmic Gymnastics,1,0,0,1
BUL,2004,Rowing,2,0,0,2
BUL,2004,Sailing,0,0,0,0
BUL,2004,Shooting,2,1,0,1
BUL,2004,Swimming,0,0,0,0
BUL,2004,Synchronized Swimming,0,0,0,0
BUL,2004,Tennis,0,0,0,0
BUL,2004,Weightlifting,2,1,0,1
BUL,2004,Wrestling,1,0,0,1
BUL,2008,Archery,0,0,0,0
BUL,2008,Athletics,0,0,0,0
BUL,2008,Badminton,0,0,0,0
BUL,2008,Boxing,0,0,0,0
BUL,2008,Canoeing,0,0,0,0
BUL,2008,Cycling,0,0,0,0
BUL,2008,Gymnastics,0,0,0,0
BUL,2008,Rhythmic Gymnastics,0,0,0,0
BUL,2008,Rowing,1,1,0,0
BUL,2008,Sailing,0,0,0,0
BUL,2008,Shooting,0,0,0,0
BUL,2008,Swimming,0,0,0,0
BUL,2008,Tennis,0,0,0,0
BUL,2008,Volleyball,0,0,0,0
BUL,2008,Wrestling,4,0,1,3
BUL,2012,Archery,0,0,0,0
BUL,2012,Athletics,0,0,0,0
BUL,2012,Badminton,0,0,0,0
BUL,2012,Boxing,1,0,0,1
BUL,2012,Canoeing,0,0,0,0
BUL,2012,Cycling,0,0,0,0
BUL,2012,Fencing,0,0,0,0
BUL,2012,Gymnastics,0,0,0,0
BUL,2012,Judo,0,0,0,0
BUL,2012,Rhythmic Gymnastics,0,0,0,0
BUL,2012,Sailing,0,0,0,0
BUL,2012,Shooting,0,0,0,0
BUL,2012,Swimming,0,0,0,0
BUL,2012,Tennis,0,0,0,0
BUL,2012,Volleyball,0,0,0,0
BUL,2012,Weightlifting,0,0,0,0
BUL,2012,Wrestling,1,0,1,0
BUL,2016,Athletics,1,0,1,0
BUL,2016,Badminton,0,0,0,0
BUL,2016,Boxing,0,0,0,0
BUL,2016,Canoeing,0,0,0,0
BUL,2016,Cycling,0,0,0,0
BUL,2016,Fencing,0,0,0,0
BUL,2016,Judo,0,0,0,0
BUL,2016,Modern Pentathlon,0,0,0,0
BUL,2016,Rhythmic Gymnastics,1,0,0,1
BUL,2016,Rowing,0,0,0,0
BUL,2016,Shooting,0,0,0,0
BUL,2016,Swimming,0,0,0,0
BUL,2016,Tennis,0,0,0,0
BUL,2016,Wrestling,1,0,0,1
BUL,2020,Artistic Gymnastics,0,0,0,0
BUL,2020,Athletics,0,0,0,0
BUL,2020,Badminton,0,0,0,0
BUL,2020,Boxing,1,1,0,0
BUL,2020,Canoe Sprint,0,0,0,0
BUL,2020,Judo,0,0,0,0
BUL,2020,Karate,1,1,0,0
BUL,2020,Rhythmic Gymnastics,1,1,0,0
BUL,2020,Shooting,1,0,1,0
BUL,2020,Swimming,0,0,0,0
BUL,2020,Table Tennis,0,0,0,0
BUL,2020,Weightlifting,0,0,0,0
BUL,2020,Wrestling,2,0,0,2
BUL,2024,Artistic Gymnastics,0,0,0,0
BUL,2024,Athletics,0,0,0,0
BUL,2024,Badminton,0,0,0,0
BUL,2024,Boxing,1,0,0,1
BUL,2024,Canoe Sprint,0,0,0,0
BUL,2024,Fencing,0,0,0,0
BUL,2024,Judo,0,0,0,0
BUL,2024,Modern Pentathlon,0,0,0,0
BUL,2024,Rhythmic Gymnastics,1,0,1,0
BUL,2024,Rowing,0,0,0,0
BUL,2024,Shooting,0,0,0,0
BUL,2024,Swimming,0,0,0,0
BUL,2024,Taekwondo,1,0,0,1
BUL,2024,Tennis,0,0,0,0
BUL,2024,Weightlifting,2,1,0,1
BUL,2024,Wrestling,2,2,0,0
BUR,1972,Athletics,0,0,0,0
BUR,1988,Athletics,0,0,0,0
BUR,1988,Boxing,0,0,0,0
BUR,1992,Athletics,0,0,0,0
BUR,1992,Judo,0,0,0,0
BUR,1996,Athletics,0,0,0,0
BUR,1996,Boxing,0,0,0,0
BUR,2000,Athletics,0,0,0,0
BUR,2000,Boxing,0,0,0,0
BUR,2000,Judo,0,0,0,0
BUR,2004,Athletics,0,0,0,0
BUR,2004,Judo,0,0,0,0
BUR,2004,Swimming,0,0,0,0
BUR,2008,Athletics,0,0,0,0
BUR,2008,Fencing,0,0,0,0
BUR,2008,Judo,0,0,0,0
BUR,2008,Swimming,0,0,0,0
BUR,2012,Athletics,0,0,0,0
BUR,2012,Judo,0,0,0,0
BUR,2012,Swimming,0,0,0,0
BUR,2016,Athletics,0,0,0,0
BUR,2016,Judo,0,0,0,0
BUR,2016,Swimming,0,0,0,0
BUR,2020,Athletics,1,0,0,1
BUR,2020,Cycling Road,0,0,0,0
BUR,2020,Judo,0,0,0,0
BUR,2020,Swimming,0,0,0,0
BUR,2020,Taekwondo,0,0,0,0
BUR,2024,Athletics,0,0,0,0
BUR,2024,Cycling Road,0,0,0,0
BUR,2024,Judo,0,0,0,0
BUR,2024,Swimming,0,0,0,0
BUR,2024,Taekwondo,0,0,0,0
CAF,1968,Athletics,0,0,0,0
CAF,1984,Athletics,0,0,0,0
CAF,1984,Boxing,0,0,0,0
CAF,1988,Athletics,0,0,0,0
CAF,1988,Basketball,0,0,0,0
CAF,1988,Boxing,0,0,0,0
CAF,1992,Athletics,0,0,0,0
CAF,1992,Cycling,0,0,0,0
CAF,1992,Judo,0,0,0,0
CAF,1996,Athletics,0,0,0,0
CAF,2000,Archery,0,0,0,0
CAF,2000,Athletics,0,0,0,0
CAF,2004,Athletics,0,0,0,0
CAF,2004,Judo,0,0,0,0
CAF,2004,Taekwondo,0,0,0,0
CAF,2008,Athletics,0,0,0,0
CAF,2008,Boxing,0,0,0,0
CAF,2012,Athletics,0,0,0,0
CAF,2012,Swimming,0,0,0,0
CAF,2012,Taekwondo,0,0,0,0
CAF,2012,Wrestling,0,0,0,0
CAF,2016,Athletics,0,0,0,0
CAF,2016,Boxing,0,0,0,0
CAF,2016,Swimming,0,0,0,0
CAF,2016,Taekwondo,0,0,0,0
CAF,2020,Athletics,0,0,0,0
CAF,2020,Swimming,0,0,0,0
CAF,2024,Athletics,0,0,0,0
