NOC,Year,Sport,Total,Gold,Silver,Bronze,Trend,Seasonal,Residual
CAN,2008,Diving,2,0,2,0,2.1755299551431633,-0.175529955143158,-5.329070518200751e-15
CAN,2012,Diving,4,0,0,4,2.1555940275169325,0.3153586419478447,1.5290473305352226
CAN,2016,Diving,3,0,0,3,2.1354585130307906,0.8647779921292166,-0.00023650516000728317
CAN,2020,Diving,1,0,1,0,2.114920780640005,-1.1172984577315315,0.0023776770915264756
CAN,2024,Diving,2,0,0,2,2.0942990094900726,-0.09269966849608868,-0.0015993409939838443
CAN,1952,Equestrianism,0,0,0,0,-0.3319836090066827,0.33202180787382185,-3.819886713912757e-05
CAN,1956,Equestrianism,1,0,0,1,0.0036979795180201586,0.9962749426545459,2.7077827433982793e-05
CAN,1960,Equestrianism,0,0,0,0,0.3393740214615027,-0.3394475436192587,7.3522157756023e-05
CAN,1964,Equestrianism,0,0,0,0,0.6750084148231619,-0.6749867151979261,-2.1699625235793718e-05
CAN,1968,Equestrianism,1,1,0,0,0.5996360815614676,-0.13413617964401894,0.5345000980825514
CAN,1972,Equestrianism,0,0,0,0,0.6157449714308539,0.6962560266564901,-1.3120009980873442
CAN,1976,Equestrianism,1,0,1,0,0.5861240995473181,0.4138759004526822,-3.3306690738754696e-16
CAN,1984,Equestrianism,0,0,0,0,0.5959113445173461,-0.5885146717095514,-0.0073966728077946575
CAN,1988,Equestrianism,1,0,0,1,0.6038253579702271,0.39664545508296034,-0.0004708130531874133
CAN,1992,Equestrianism,0,0,0,0,0.6205078601165006,0.8843796407121931,-1.5048875008286937
CAN,1996,Equestrianism,0,0,0,0,0.6299487047563711,-0.6374866485377726,0.0075379437814014905
CAN,2000,Equestrianism,0,0,0,0,0.6360072319922316,-0.11096315291983554,-0.5250440790723961
CAN,2004,Equestrianism,0,0,0,0,0.6325856683213253,-0.636226816374913,0.0036411480535876173
CAN,2008,Equestrianism,2,1,1,0,0.625723060430271,1.3722820983440027,0.0019948412257262405
CAN,2012,Equestrianism,0,0,0,0,0.6173517825538283,-0.6176583726687757,0.0003065901149473804
CAN,2016,Equestrianism,1,0,0,1,0.6083428358516073,0.3930555412882332,-0.0013983771398405898
CAN,1908,Fencing,0,0,0,0,-7.275055345816593e-05,6.740179970458139e-05,5.3487537535845355e-06
CAN,1932,Fencing,0,0,0,0,-1.2290342792850748e-05,-2.532325999123903e-05,3.761360278408978e-05
CAN,1936,Fencing,0,0,0,0,-2.4641574227776918e-05,7.358201389424615e-05,-4.894043966646923e-05
CAN,1948,Fencing,0,0,0,0,-0.00043393135453639295,0.00020084277230947225,0.0002330885822269207
CAN,1952,Fencing,0,0,0,0,-0.0007857406551169182,0.0009781661766236223,-0.00019242552150670411
CAN,1956,Fencing,0,0,0,0,-0.0008096664924638018,0.0011009097055454174,-0.00029124321308161556
CAN,1960,Fencing,0,0,0,0,-0.0006513701689959751,-0.004808607154475923,0.005459977323471898
CAN,1964,Fencing,0,0,0,0,-0.0003203209179910019,0.00032032091799100203,-1.0842021724855044e-19
CAN,1968,Fencing,0,0,0,0,0.0036482309231671427,0.0008423426435827496,-0.004490573566749892
CAN,1972,Fencing,0,0,0,0,0.007616782764325305,0.007757838631298056,-0.015374621395623362
CAN,1976,Fencing,0,0,0,0,0.01158533460548345,-0.01158533460548345,0.0
CAN,1984,Fencing,0,0,0,0,-0.006114069768117165,0.00536849902958968,0.0007455707385274849
CAN,1988,Fencing,0,0,0,0,-0.014963771954917502,0.014963771954917502,0.0
CAN,1992,Fencing,0,0,0,0,-0.014963771954917502,-0.009578624011322806,0.024542395966240308
CAN,1996,Fencing,0,0,0,0,-0.014963771954917502,0.0034726494110230905,0.011491122543894412
CAN,2000,Fencing,0,0,0,0,0.017886922672228384,-0.017886922672228384,0.0
CAN,2004,Fencing,0,0,0,0,-0.027303645472256718,0.027303645472256718,0.0
CAN,2008,Fencing,0,0,0,0,-0.007164707736976481,0.007164707736976481,0.0
CAN,2012,Fencing,0,0,0,0,-0.023673322749274348,0.023673322749274348,0.0
CAN,2016,Fencing,0,0,0,0,0.09961789134838755,-0.09961789134838755,0.0
CAN,2020,Fencing,0,0,0,0,-0.045223832633373616,0.045223832633373616,0.0
CAN,2024,Fencing,1,0,0,1,0.9793265670882574,0.02067343291174261,0.0
CAN,1904,Football,13,13,0,0,0.0008626201495931234,0.00031854614581919955,12.998818833704588
CAN,1976,Football,0,0,0,0,-0.04158508014180821,-0.021481385873472404,0.06306646601528061
CAN,1984,Football,0,0,0,0,-0.02507003003073249,0.0250700300307325,-1.0408340855860843e-17
CAN,2008,Football,0,0,0,0,0.630948804411912,-0.6310342821643772,8.547775246514622e-05
CAN,2012,Football,18,0,0,18,0.6855657807523712,0.4370564596788255,16.877377759568805
CAN,2016,Football,18,0,0,18,0.7395852540091505,0.053619821519006676,17.206794924471843
CAN,2020,Football,1,1,0,0,0.7936074993839709,0.20537122207163994,0.0010212785443891592
CAN,2024,Football,0,0,0,0,0.8475932407206291,-0.8468761903434828,-0.000717050377146311
CAN,1904,Golf,1,1,0,0,0.9204507965674633,0.07954920343253669,0.0
CAN,2016,Golf,0,0,0,0,5.063967657207112e-05,0.00010137577228406101,-0.00015201544885613214
CAN,2020,Golf,0,0,0,0,0.00017284686832101147,-0.00022802818754928062,5.518131922826916e-05
CAN,2024,Golf,0,0,0,0,0.00031344960025537263,-0.0003705920333388738,5.714243308350118e-05
CAN,1908,Gymnastics,0,0,0,0,-0.0004543905367189917,0.00037693569665618295,7.745484006280878e-05
CAN,1956,Gymnastics,0,0,0,0,0.0021748295338170484,0.0028440938711103967,-0.0050189234049274455
CAN,1960,Gymnastics,0,0,0,0,0.0017243737769932492,-0.004251005646176201,0.0025266318691829514
CAN,1964,Gymnastics,0,0,0,0,0.00045019753850967603,-0.0018719904532301613,0.0014217929147204854
CAN,1968,Gymnastics,0,0,0,0,-0.0031121905253885685,0.0036513223972381944,-0.0005391318718496259
CAN,1972,Gymnastics,0,0,0,0,-0.0053944116551958715,0.006172506931546093,-0.0007780952763502217
CAN,1976,Gymnastics,0,0,0,0,-0.006330506749201126,-0.0023301294902806627,0.008660636239481788
CAN,1984,Gymnastics,0,0,0,0,-0.0069013864209168645,0.01965351422476251,-0.012752127803845647
CAN,1988,Gymnastics,0,0,0,0,-0.0069013864209168645,0.02963008351039103,-0.022728697089474163
CAN,1992,Gymnastics,0,0,0,0,0.10733686447530799,-0.10733686447530799,0.0
CAN,1996,Gymnastics,0,0,0,0,-0.03473908953628712,0.03473908953628712,0.0
CAN,2000,Gymnastics,0,0,0,0,0.15535191810975513,0.04454598700941929,-0.1998979051191744
CAN,2004,Gymnastics,1,1,0,0,0.15535191810975513,0.05077370236261959,0.7938743795276253
CAN,2008,Gymnastics,0,0,0,0,0.15535191810975513,-0.15535191810975513,0.0
CAN,2012,Gymnastics,0,0,0,0,0.15535191810975513,0.05173318803931521,-0.20708510614907033
CAN,2016,Gymnastics,0,0,0,0,0.15535191810975513,0.06114406840622152,-0.21649598651597665
CAN,1964,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,1976,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,1984,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,1988,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,1992,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,2000,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,2008,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,2016,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,2020,Hockey,0,0,0,0,0.0,0.0,0.0
CAN,1964,Judo,1,0,1,0,-0.011340589029433953,1.0113405890421425,-1.2708570307218281e-11
CAN,1972,Judo,0,0,0,0,0.2889392796774436,-0.2889392797017395,2.4295898626292e-11
CAN,1976,Judo,0,0,0,0,0.43907921401595185,-0.4390792140086479,-7.30393523440398e-12
CAN,1984,Judo,1,0,0,1,0.2119182038103114,-0.168473914431539,0.9565557106212277
CAN,1988,Judo,0,0,0,0,0.09833769871114319,-0.0983376987111431,-8.326672684688674e-17
CAN,1992,Judo,1,0,0,1,-0.29167519323324176,-0.2617459095001379,1.5534211027333795
CAN,1996,Judo,0,0,0,0,-0.6816880851776269,0.6816880851776266,3.3306690738754696e-16
CAN,2000,Judo,1,0,1,0,-0.4155769703955125,-0.8172076626344198,2.232784633029932
CAN,2004,Judo,0,0,0,0,-0.13955504666321647,0.36753137497742616,-0.2279763283142097
CAN,2008,Judo,0,0,0,0,0.11782831757983751,-0.11664525916871697,-0.0011830584111205411
CAN,2012,Judo,1,0,0,1,0.4787566194030444,0.5145133143454826,0.006730066251472933
CAN,2016,Judo,0,0,0,0,0.8338698682891679,-0.8395725076948745,0.005702639405706589
CAN,2020,Judo,2,0,0,2,1.1881012508721143,0.8107826172943334,0.001116131833552192
CAN,2024,Judo,1,1,0,0,1.5417358079483594,-0.5382540572555227,-0.003481750692836627
CAN,1972,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,1976,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,1988,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,1992,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,2004,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,2008,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,2012,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,2016,Modern Pentathlon,0,0,0,0,0.0,0.0,0.0
CAN,1984,Rhythmic Gymnastics,1,1,0,0,2.2737364266877225e-13,6.8212101295554e-13,0.9999999999990905
CAN,1988,Rhythmic Gymnastics,0,0,0,0,1.7053023587479125e-13,-1.7053023245320177e-13,-3.421589487843963e-21
CAN,1992,Rhythmic Gymnastics,0,0,0,0,1.1368682805566622e-13,-1.1368682981555929e-13,1.759893068009703e-21
CAN,1996,Rhythmic Gymnastics,0,0,0,0,5.684341920664248e-14,-5.684342561356677e-14,6.4069242917076295e-21
CAN,2000,Rhythmic Gymnastics,0,0,0,0,3.62185056290226e-21,-1.1180370715280938e-20,7.558520152378679e-21
CAN,2008,Rhythmic Gymnastics,0,0,0,0,-1.1368684552585316e-13,1.136868449936423e-13,5.322108535889415e-22
CAN,2012,Rhythmic Gymnastics,0,0,0,0,-1.7053027140302044e-13,1.7053027506030213e-13,-3.657281688791297e-21
CAN,1904,Rowing,9,0,9,0,6.928807692075828,1.844104898670896,0.22708740925327664
CAN,1908,Rowing,14,0,0,14,6.141312775012603,8.022642070809141,-0.1639548458217437
CAN,1912,Rowing,1,0,0,1,5.407226804369605,-4.22857736515245,-0.17864943921715515
CAN,1920,Rowing,0,0,0,0,4.488453243669531,-0.2051261804536942,-4.283327063215836
CAN,1924,Rowing,13,0,13,0,4.3025507931366915,8.697449206863308,8.881784197001252e-16
CAN,1928,Rowing,11,0,2,9,3.737455505625428,-3.5671066266324205,10.829651121006991
CAN,1932,Rowing,11,0,0,11,3.1723602181141644,-3.6944779523965536,11.52211773428239
CAN,1936,Rowing,0,0,0,0,2.6072649306029003,-2.6072649306028994,-8.881784197001252e-16
CAN,1948,Rowing,0,0,0,0,3.293717112650146,-3.437345910856781,0.1436287982066351
CAN,1952,Rowing,0,0,0,0,3.5028995408692434,-3.1417954442451146,-0.3611040966241288
CAN,1956,Rowing,13,4,9,0,3.491604662719663,9.051913979186706,0.45648135809363133
CAN,1960,Rowing,9,0,9,0,3.2729092878948065,-2.0848402300792173,7.811930942184411
CAN,1964,Rowing,1,1,0,0,2.915081078904793,-2.126148814523451,0.21106773561865788
CAN,1968,Rowing,0,0,0,0,2.1074241765624784,-2.1506953386484264,0.043271162085948056
CAN,1972,Rowing,0,0,0,0,1.1634723756822511,3.8607195964295786,-5.024191972111829
CAN,1976,Rowing,0,0,0,0,0.29182322673813765,0.042358675310202085,-0.33418190204833975
CAN,1984,Rowing,22,9,6,7,0.5920069467045947,-2.871015008882088,24.279008062177496
CAN,1988,Rowing,0,0,0,0,1.224954835391968,-1.2249548353919657,-2.220446049250313e-15
CAN,1992,Rowing,24,23,0,1,5.40819778927472,2.3158033583400495,16.275998852385232
CAN,1996,Rowing,21,2,15,4,9.591440743157492,4.01307260064262,7.395486656199889
CAN,2000,Rowing,9,0,0,9,13.77468369704027,-4.77468369704025,-2.1316282072803006e-14
CAN,2004,Rowing,4,0,4,0,13.107700826219679,-3.1839105237064276,-5.923790302513251
CAN,2008,Rowing,16,9,1,6,12.099028569341998,3.160301643986846,0.7406697866711554
CAN,2012,Rowing,18,0,18,0,10.886852498571868,7.055401158136599,0.05774634329153372
CAN,2016,Rowing,2,0,2,0,8.931472892650547,-6.806965294533465,-0.12450759811708068
CAN,2020,Rowing,2,1,0,1,6.956116614939185,-5.127639582431783,0.17152296749259843
CAN,2024,Rowing,9,0,9,0,4.982727495117311,4.095034766697893,-0.07776226181520407
CAN,2016,Rugby Sevens,12,0,0,12,8.66666666767562,3.333333332324379,0.0
CAN,2020,Rugby Sevens,0,0,0,0,8.6666666676756,-8.6666666676756,0.0
CAN,2024,Rugby Sevens,14,0,14,0,8.666666667675576,5.333333332324423,1.7763568394002505e-15
CAN,1924,Sailing,0,0,0,0,0.2632650383212755,-0.2857053348320212,0.022440296510745694
CAN,1932,Sailing,10,0,6,4,0.1787856213045863,0.5079851371764073,9.313229241519007
CAN,1936,Sailing,0,0,0,0,0.13458004681340396,-0.10433848669703932,-0.03024156011636464
CAN,1948,Sailing,0,0,0,0,0.0890418988318504,0.24872114513093707,-0.33776304396278745
CAN,1952,Sailing,0,0,0,0,0.06550934862060644,-0.06706962832447141,0.001560279703864978
CAN,1956,Sailing,0,0,0,0,0.056681161451971884,0.003951212686177229,-0.06063237413814911
CAN,1960,Sailing,0,0,0,0,0.07464602945211078,-0.11267012053194966,0.03802409107983888
CAN,1964,Sailing,0,0,0,0,0.11039169162339339,-0.07344455298067948,-0.036947138642713914
CAN,1968,Sailing,0,0,0,0,0.17981272841851978,-0.16239302610735562,-0.01741970231116416
CAN,1972,Sailing,3,0,0,3,0.26022063336243445,0.7209244619463138,2.018854904691252
CAN,1976,Sailing,0,0,0,0,0.3457352230724553,-0.3767529987875769,0.031017775715121598
CAN,1984,Sailing,6,0,2,4,0.5135953605412066,-0.3419364159452,5.828341055403993
CAN,1988,Sailing,2,0,0,2,0.498828821380662,1.377098986194727,0.1240721924246111
CAN,1992,Sailing,2,0,0,2,0.5362856945295403,-0.3761846777062065,1.8398989831766661
CAN,1996,Sailing,0,0,0,0,0.42007801325987093,-0.45507966184696974,0.03500164858709881
CAN,2000,Sailing,0,0,0,0,0.29330860580520757,-0.2498240915174299,-0.043484514287777665
CAN,2004,Sailing,2,0,2,0,0.20324760696889974,0.7430022547988877,1.0537501382322125
CAN,2008,Sailing,0,0,0,0,0.15252149435336387,-0.08223218244807524,-0.07028931190528863
CAN,2012,Sailing,0,0,0,0,0.09831805129692509,-0.3167308321396638,0.2184127808427387
CAN,2016,Sailing,0,0,0,0,0.011155039795953326,-0.07386360132990744,0.06270856153395411
CAN,2020,Sailing,0,0,0,0,-0.08653990388643815,0.1217631589147872,-0.035223255028349054
CAN,2024,Sailing,0,0,0,0,-0.1936809057611097,0.2006196051588415,-0.006938699397731812
CAN,1908,Shooting,4,1,2,1,0.5826932350006401,0.07839336370311607,3.3389134012962436
CAN,1912,Shooting,0,0,0,0,0.32420184330105095,-0.3242018433010508,-1.6653345369377348e-16
CAN,1920,Shooting,0,0,0,0,-0.19278094009812818,0.19278094009812818,0.0
CAN,1924,Shooting,1,0,1,0,-0.14050146418821743,0.07386544002607251,1.0666360241621449
CAN,1952,Shooting,1,1,0,0,-0.013562569524637896,0.007755774038332186,1.0058067954863057
CAN,1956,Shooting,2,1,0,1,0.03804870965963812,0.030134188580392383,1.9318171017599697
CAN,1960,Shooting,0,0,0,0,0.08965998884391432,-0.08965998884391428,-4.163336342344337e-17
CAN,1964,Shooting,0,0,0,0,0.055074525385017455,0.05227993755981564,-0.10735446294483308
CAN,1968,Shooting,0,0,0,0,0.027535405577021353,-0.01744156219518588,-0.010093843381835475
CAN,1972,Shooting,0,0,0,0,0.008336896019652882,0.0036655251494745206,-0.012002421169127402
CAN,1976,Shooting,0,0,0,0,0.001439455715823627,-0.01752188994246038,0.01608243422663675
CAN,1984,Shooting,1,1,0,0,-0.004175402179485411,-0.007695737956713654,1.011871140136199
CAN,1988,Shooting,0,0,0,0,-0.006091606708824945,0.005011849360238439,0.0010797573485865058
CAN,1992,Shooting,0,0,0,0,-0.0036441802428083397,0.004274306317985728,-0.0006301260751773886
CAN,1996,Shooting,0,0,0,0,-0.0013417037754898421,0.0029159655550956743,-0.0015742617796058321
CAN,2000,Shooting,0,0,0,0,-9.451068735099416e-05,-0.004741568827553161,0.004836079514904155
CAN,2004,Shooting,0,0,0,0,0.0005598154384201803,0.000792761823854061,-0.0013525772622742414
CAN,2008,Shooting,0,0,0,0,-0.00019018554329919992,0.00012351207902685526,6.667346427234467e-05
CAN,2012,Shooting,0,0,0,0,-0.0007856279325205396,0.0006293120413430972,0.00015631589117744247
CAN,2016,Shooting,0,0,0,0,9.816580596352752e-05,0.0025172598614544685,-0.002615425667417996
CAN,2020,Shooting,0,0,0,0,0.001016920263349811,-0.0014418910438227057,0.00042497078047289464
CAN,2024,Shooting,0,0,0,0,0.0020813429809713084,-0.0029109486494183065,0.000829605668446998
CAN,1996,Softball,0,0,0,0,0.0,0.0,0.0
CAN,2000,Softball,0,0,0,0,0.0,0.0,0.0
CAN,2004,Softball,0,0,0,0,0.0,0.0,0.0
CAN,2008,Softball,0,0,0,0,0.0,0.0,0.0
CAN,1908,Swimming,0,0,0,0,1.2720154371141517,-1.280800791698025,0.008785354583873417
CAN,1912,Swimming,2,2,0,0,1.127511859601372,0.8135892692242742,0.05889887117435366
CAN,1920,Swimming,2,0,1,1,0.8411335615071276,1.0839886707210222,0.07487776777185018
CAN,1924,Swimming,0,0,0,0,0.7565175191810822,-0.7301559096313159,-0.026361609549766296
CAN,1928,Swimming,1,0,0,1,0.7295795785073299,0.4330103940491116,-0.1625899725564416
CAN,1932,Swimming,0,0,0,0,0.5903883498487476,-0.8710114290266253,0.28062307917787777
CAN,1936,Swimming,0,0,0,0,0.4146149622705739,0.982529197178919,-1.3971441594494929
CAN,1948,Swimming,0,0,0,0,-0.2492332115554138,-0.8073709763262523,1.056604187881666
CAN,1952,Swimming,0,0,0,0,-0.2950895223581279,0.5269651497395826,-0.23187562738145473
CAN,1956,Swimming,0,0,0,0,-0.1369468463477658,0.3013413897293662,-0.1643945433816004
CAN,1960,Swimming,0,0,0,0,0.5332662502187037,-0.332044034259677,-0.20122221595902667
CAN,1964,Swimming,0,0,0,0,1.421584502210138,-1.271213981329254,-0.1503705208808841
CAN,1968,Swimming,4,0,3,1,2.5162649968330273,1.585254167543983,-0.10151916437701036
CAN,1972,Swimming,4,0,2,2,3.7713522222241105,0.20110556681799496,0.027542210957894664
CAN,1976,Swimming,8,0,2,6,5.183043033908006,-0.33300827618464635,3.1499652422766404
CAN,1984,Swimming,10,4,3,3,1.7984028991682703,1.5085934545530955,6.693003646278635
CAN,1988,Swimming,2,0,1,1,2.028046641158215,-0.028046641158216083,8.881784197001252e-16
CAN,1992,Swimming,2,1,0,1,2.2576903831481987,-0.2576903831481996,8.881784197001252e-16
CAN,1996,Swimming,3,0,1,2,1.4919783139405878,-0.7650648474992218,2.273086533558634
CAN,2000,Swimming,1,0,0,1,0.9729565818649343,1.1559209326939826,-1.128877514558917
CAN,2004,Swimming,0,0,0,0,0.2924688064414789,-0.3055320052844359,0.013063198842957036
CAN,2008,Swimming,1,0,0,1,1.8480424884492832,-0.21532364445507468,-0.6327188439942084
CAN,2012,Swimming,3,0,1,2,3.410712454266961,-0.4175117873351426,0.006799333068181479
CAN,2016,Swimming,6,1,1,4,4.987393805569377,1.0106476877706545,0.0019585066599683287
CAN,2020,Swimming,6,1,3,2,6.567150355948341,-0.5607371198200648,-0.006413236128276267
CAN,2024,Swimming,8,3,2,3,8.147299374718827,-0.15050179937979716,0.0032024246609694274
CAN,1984,Synchronized Swimming,3,0,3,0,3.2504217811280243,-0.25046350881422214,4.172768619792322e-05
CAN,1988,Synchronized Swimming,3,3,0,0,2.71893601337374,0.2810750400695617,-1.1053443301989319e-05
CAN,1992,Synchronized Swimming,3,1,2,0,2.1874682679570885,0.8125915319700951,-5.979992718341265e-05
CAN,1996,Synchronized Swimming,1,0,1,0,1.6560427814131053,-0.655943695460436,-9.908595266927556e-05
CAN,2000,Synchronized Swimming,1,0,0,1,1.1247585176615973,0.3745364911857776,-0.4992950088473749
CAN,2004,Synchronized Swimming,0,0,0,0,0.5935427814131053,-0.5934436954604358,-9.90859526694976e-05
CAN,2008,Synchronized Swimming,0,0,0,0,0.062468267957088486,-0.06240846802990431,-5.979992718417593e-05
CAN,2012,Synchronized Swimming,0,0,0,0,-0.4685639866262598,0.46857504006956135,-1.105344330154523e-05
CAN,2016,Synchronized Swimming,0,0,0,0,-0.999578218871976,0.9995364911857773,4.1727686198700376e-05
CAN,1988,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,1992,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,1996,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2000,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2004,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2008,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2012,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2016,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2020,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2024,Table Tennis,0,0,0,0,0.0,0.0,0.0
CAN,2000,Taekwondo,1,0,0,1,0.25160261302343995,-0.24963016622536,0.99802755320192
CAN,2004,Taekwondo,0,0,0,0,0.2512327792487999,-0.25123277924879983,-5.551115123125783e-17
CAN,2008,Taekwondo,1,0,1,0,0.2508629454741598,0.7511095013239197,-0.0019724467980795635
CAN,2012,Taekwondo,0,0,0,0,0.2504931116995198,-0.2504931116995199,5.551115123125783e-17
CAN,2016,Taekwondo,0,0,0,0,0.2501232779248799,-0.2501232779248799,0.0
CAN,2020,Taekwondo,0,0,0,0,0.24975344415024006,-0.24975344415024003,-2.7755575615628914e-17
CAN,2024,Taekwondo,1,0,0,1,0.2493836103756003,0.7506163896243998,-1.1102230246251565e-16
CAN,1908,Tennis,0,0,0,0,0.0007755103153760228,-0.000922090115499267,0.00014657980012324422
CAN,1988,Tennis,0,0,0,0,-0.12454086978126813,0.12454086978126819,-5.551115123125783e-17
CAN,1992,Tennis,0,0,0,0,-0.2299553969715451,-0.29369582351047946,0.5236512204820245
CAN,1996,Tennis,0,0,0,0,-0.12454086978126819,0.1281470977743531,-0.0036062279930849095
CAN,2000,Tennis,1,1,0,0,0.2729936107726766,0.03041395457658832,0.6965924346507351
CAN,2004,Tennis,0,0,0,0,0.2729936107726766,0.21505239257844494,-0.4880460033511215
CAN,2008,Tennis,0,0,0,0,0.2729936107726766,-0.2729936107726766,0.0
CAN,2012,Tennis,0,0,0,0,0.07863347059802647,-0.07535233786364204,-0.0032811327343844343
CAN,2016,Tennis,0,0,0,0,-0.11572666957662331,0.04831738704949991,0.0674092825271234
CAN,2020,Tennis,0,0,0,0,-0.3100868097512738,0.3100868097512735,2.7755575615628914e-16
CAN,2024,Tennis,1,0,0,1,-0.5044469499259242,-0.27904955011052124,1.7834965000364456
CAN,2000,Trampolining,2,0,0,2,1.8749497737871383,0.1250502262128611,4.440892098500626e-16
CAN,2004,Trampolining,1,0,1,0,1.6249748868935692,-0.6249748868935697,4.440892098500626e-16
CAN,2008,Trampolining,2,0,2,0,1.375,0.6249999999999999,0.0
CAN,2012,Trampolining,1,1,0,0,1.1250251131064304,-0.12502511310643047,0.0
CAN,2016,Trampolining,1,1,0,0,0.875050226212861,0.12494977378713938,-3.3306690738754696e-16
CAN,2000,Triathlon,1,1,0,0,0.937499999999999,-0.1875000000000003,0.2500000000000012
CAN,2004,Triathlon,0,0,0,0,0.734374999999999,0.015624999999999944,-0.7499999999999989
CAN,2008,Triathlon,1,0,1,0,0.5312499999999993,0.4687500000000001,5.551115123125783e-16
CAN,2012,Triathlon,0,0,0,0,0.3281249999999999,-0.3281249999999999,0.0
CAN,2016,Triathlon,0,0,0,0,0.12500000000000022,-0.12500000000000017,-5.551115123125783e-17
CAN,2020,Triathlon,0,0,0,0,-0.078125,0.07812500000000008,-8.326672684688674e-17
CAN,2024,Triathlon,0,0,0,0,-0.28124999999999967,0.2812499999999998,-1.1102230246251565e-16
CAN,1976,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,1984,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,1992,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,1996,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,2016,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,2020,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,2024,Volleyball,0,0,0,0,0.0,0.0,0.0
CAN,1972,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,1976,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,1984,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,2000,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,2004,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,2008,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,2020,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,2024,Water Polo,0,0,0,0,0.0,0.0,0.0
CAN,1948,Weightlifting,0,0,0,0,0.7025991695953357,-0.7012870034661759,-0.001312166129159853
CAN,1952,Weightlifting,1,0,1,0,0.6665842343929741,0.3329089074477704,0.0005068581592554411
CAN,1956,Weightlifting,0,0,0,0,0.6302958216455019,-0.6326182268647556,0.0023224052192536426
CAN,1960,Weightlifting,0,0,0,0,0.5936287774056594,0.9168819099347749,-1.5105106873404344
CAN,1964,Weightlifting,0,0,0,0,0.5554587860209732,-0.5554587860209731,-1.1102230246251565e-16
CAN,1968,Weightlifting,0,0,0,0,0.17395857466386397,0.019996231782321752,-0.19395480644618573
CAN,1972,Weightlifting,0,0,0,0,-0.20754163669324485,-0.008020607368276816,0.21556224406152166
CAN,1976,Weightlifting,0,0,0,0,-0.589041848050354,0.589041848050354,0.0
CAN,1984,Weightlifting,1,0,1,0,-0.5413864358556002,-0.5756708277737386,2.1170572636293388
CAN,1988,Weightlifting,0,0,0,0,-0.5981133516800012,0.5981133516799997,1.5543122344752192e-15
CAN,1992,Weightlifting,0,0,0,0,-0.18484725577928984,0.1798287299437878,0.005018525835502052
CAN,1996,Weightlifting,0,0,0,0,0.223658745725266,0.0021430290656200748,-0.2258017747908861
CAN,2000,Weightlifting,0,0,0,0,0.6299182123420691,-0.629918212342069,-1.1102230246251565e-16
CAN,2004,Weightlifting,0,0,0,0,0.6610785442807944,0.36812154807874825,-1.0292000923595426
CAN,2008,Weightlifting,0,0,0,0,0.6926062154676443,0.18403422001182904,-0.8766404354794733
CAN,2012,Weightlifting,1,0,0,1,0.7228297290117206,0.2766007918417557,0.0005694791465237214
CAN,2016,Weightlifting,0,0,0,0,0.7615180016486787,-0.7574064485314034,-0.004111553117275291
CAN,2020,Weightlifting,1,1,0,0,0.8059866092857868,0.2035502157031875,-0.009536824988974235
CAN,2024,Weightlifting,1,0,1,0,0.8510097797296544,0.1419026157728554,0.007087604497490241
CAN,1904,Wrestling,0,0,0,0,0.36647323639399587,-0.33355892925791086,-0.03291430713608501
CAN,1908,Wrestling,1,0,0,1,0.29261901340016566,0.6566592900076551,0.05072169659217923
